components,l1_hlt_mode_stripped,l1_key,duration,l1_triggers_counter,hlt_physics_throughput,init_lumi,last_update,recorded_lumi,delivered_lumi,energy,end_lumi,hlt_physics_rate,fill_number,l1_hlt_mode,end_time,trigger_mode,l1_key_stripped,fill_type_party2,fill_type_party1,initial_prescale_index,sequence,start_time,hlt_physics_size,fill_type_runtime,hlt_key,last_lumisection_number,l1_rate,l1_menu,run_number,stable_beam,hlt_physics_counter,Fill location
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",collisions2018/v66,l1_trg_collisions2018/v9,2733,139241030.0,1.12430359,0.363444,2018-04-26T08:25:04Z,7.581242,7.945422,6499.0,0.0,1394.998,6614.0,collisions2018,2018-04-26T07:13:45Z,l1_hlt_collisions2018/v66,collisions2018/v9,PROTON,PROTON,1.0,GLOBAL-RUN,2018-04-26T06:28:12Z,3013.917,PROTONS,/cdaq/physics/firstCollisions18/v1.9/HLT/V2,115.0,51943.05,L1Menu_Collisions2018_0_0_1,315190,True,3739568.0,(1/1)
"['CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRG']",cosmics2018/v103,l1_trg_cosmics2018/v62,650,521847.0,0.00735115,0.0,2018-04-26T08:41:18Z,0.0,0.0,0.0,0.0,126.663,6615.0,cosmics2018,2018-04-26T07:34:21Z,l1_hlt_cosmics2018/v103,cosmics2018/v62,PROTON,PROTON,0.0,GLOBAL-RUN,2018-04-26T07:23:31Z,4.627,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,27.0,829.159,L1Menu_Collisions2018_0_0_1,315193,False,79719.0,(1/42)
"['CTPPS', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",cosmics2018/v103,l1_trg_cosmics2018/v62,3502,2679933.0,0.00396567,0.0,2018-04-26T09:42:13Z,0.0,0.0,0.0,0.0,56.02,6615.0,cosmics2018,2018-04-26T08:37:58Z,l1_hlt_cosmics2018/v103,cosmics2018/v62,PROTON,PROTON,0.0,GLOBAL-RUN,2018-04-26T07:39:36Z,13.774,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,149.0,771.606,L1Menu_Collisions2018_0_0_1,315194,False,194572.0,(2/42)
"['CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",cosmics2018/v104,l1_trg_cosmics2018/v62,191,108364.0,0.00028071,0.0,2018-04-26T10:00:55Z,0.0,0.0,0.0,0.0,9.426,6615.0,cosmics2018,2018-04-26T08:43:59Z,l1_hlt_cosmics2018/v104,cosmics2018/v62,PROTON,PROTON,0.0,GLOBAL-RUN,2018-04-26T08:40:48Z,0.046,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,7.0,664.118,L1Menu_Collisions2018_0_0_1,315201,False,1538.0,(3/42)
"['CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",collisions2018/v67,l1_trg_collisions2018/v9,171,87166.0,3.125e-05,0.0,2018-04-26T10:05:56Z,0.0,0.0,0.0,0.0,0.107,6615.0,collisions2018,2018-04-26T09:02:14Z,l1_hlt_collisions2018/v67,collisions2018/v9,PROTON,PROTON,0.0,GLOBAL-RUN,2018-04-26T08:59:23Z,0.004,PROTONS,/cdaq/physics/firstCollisions18/v1.9/HLT/V2,6.0,623.238,L1Menu_Collisions2018_0_0_1,315205,False,15.0,(4/42)
"['CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",cosmics2018/v104,l1_trg_cosmics2018/v62,1870,1455972.0,0.00472389,0.0,2018-04-26T10:39:42Z,0.0,0.0,0.0,0.0,80.402,6615.0,cosmics2018,2018-04-26T09:35:38Z,l1_hlt_cosmics2018/v104,cosmics2018/v62,PROTON,PROTON,0.0,GLOBAL-RUN,2018-04-26T09:04:28Z,8.699,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,79.0,790.65,L1Menu_Collisions2018_0_0_1,315206,False,148063.0,(5/42)
"['CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",cosmics2018/v104,l1_trg_cosmics2018/v62,2524,1938863.0,0.00449423,0.0,2018-04-26T11:37:02Z,0.0,0.0,0.0,0.0,76.502,6615.0,cosmics2018,2018-04-26T10:19:56Z,l1_hlt_cosmics2018/v104,cosmics2018/v62,PROTON,PROTON,0.0,GLOBAL-RUN,2018-04-26T09:37:52Z,11.105,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,106.0,784.692,L1Menu_Collisions2018_0_0_1,315210,False,189028.0,(6/42)
"['CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'RPC', 'SCAL', 'TCDS', 'TRG']",cosmics2018/v105,l1_trg_cosmics2018/v63,83,22979.0,0.00012607,0.0,2018-04-26T11:44:38Z,0.0,0.0,0.0,0.0,6.757,6615.0,cosmics2018,2018-04-26T10:36:38Z,l1_hlt_cosmics2018/v105,cosmics2018/v63,PROTON,PROTON,0.0,GLOBAL-RUN,2018-04-26T10:35:15Z,0.006,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,2.0,492.901,L1Menu_Collisions2018_0_0_1,315214,False,315.0,(7/42)
"['CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",circulating2018/v34,l1_trg_circulating2018/v18,251,3072.0,1.717e-05,0.0,2018-04-26T11:52:21Z,0.0,0.0,0.0,0.0,0.06,6615.0,circulating2018,2018-04-26T10:47:18Z,l1_hlt_circulating2018/v34,circulating2018/v18,PROTON,PROTON,2.0,GLOBAL-RUN,2018-04-26T10:43:07Z,0.002,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,9.0,21.965,L1Menu_Collisions2018_0_0_1,315215,False,7.0,(8/42)
"['CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'RPC', 'SCAL', 'TCDS', 'TRG']",circulating2018/v34,l1_trg_circulating2018/v18,1602,1528734.0,0.00011365,0.0,2018-04-26T12:32:48Z,0.0,0.0,0.0,0.0,3.405,6615.0,circulating2018,2018-04-26T11:17:38Z,l1_hlt_circulating2018/v34,circulating2018/v18,PROTON,PROTON,2.0,GLOBAL-RUN,2018-04-26T10:50:56Z,0.178,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,67.0,978.848,L1Menu_Collisions2018_0_0_1,315216,False,5318.0,(9/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRG']",circulating2018/v34,l1_trg_circulating2018/v18,1405,1397620.0,0.00215708,0.0,2018-04-26T13:07:58Z,0.0,0.0,0.0,0.0,37.26,6615.0,circulating2018,2018-04-26T11:54:35Z,l1_hlt_circulating2018/v34,circulating2018/v18,PROTON,PROTON,2.0,GLOBAL-RUN,2018-04-26T11:31:10Z,2.967,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,59.0,1016.238,L1Menu_Collisions2018_0_0_1,315218,False,51244.0,(10/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRG']",circulating2018/v34,l1_trg_circulating2018/v18,1151,1137308.0,0.00211812,0.0,2018-04-26T13:51:10Z,0.0,0.0,0.0,0.0,36.594,6615.0,circulating2018,2018-04-26T12:25:46Z,l1_hlt_circulating2018/v34,circulating2018/v18,PROTON,PROTON,2.0,GLOBAL-RUN,2018-04-26T12:06:35Z,2.37,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,48.0,1016.471,L1Menu_Collisions2018_0_0_1,315220,False,40945.0,(11/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRG']",circulating2018/v34,l1_trg_circulating2018/v18,747,726686.0,0.00206546,0.0,2018-04-26T14:07:55Z,0.0,0.0,0.0,0.0,35.689,6615.0,circulating2018,2018-04-26T13:02:14Z,l1_hlt_circulating2018/v34,circulating2018/v18,PROTON,PROTON,2.0,GLOBAL-RUN,2018-04-26T12:49:47Z,1.493,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,31.0,1005.642,L1Menu_Collisions2018_0_0_1,315224,False,25790.0,(12/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRG']",ecal-timing-scan2018/v11,l1_trg_collisions2018/v11,748,460481.0,0.00021497,0.0,2018-04-26T14:22:03Z,0.0,0.0,0.0,0.0,4.146,6615.0,ecal-timing-scan2018,2018-04-26T13:18:02Z,l1_hlt_ecal-timing-scan2018/v11,collisions2018/v11,PROTON,PROTON,1.0,GLOBAL-RUN,2018-04-26T13:05:34Z,0.145,PROTONS,/cdaq/special/testL1Mask/2018/L1DebugTest/HLT/V4,29.0,681.196,L1Menu_Collisions2018_0_0_1,315225,False,2803.0,(13/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRG']",circulating2018/v34,l1_trg_circulating2018/v18,2240,1998559.0,0.00209245,0.0,2018-04-26T14:59:54Z,0.0,0.0,0.0,0.0,36.11,6615.0,circulating2018,2018-04-26T13:57:41Z,l1_hlt_circulating2018/v34,circulating2018/v18,PROTON,PROTON,2.0,GLOBAL-RUN,2018-04-26T13:20:21Z,4.048,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,95.0,1020.695,L1Menu_Collisions2018_0_0_1,315226,False,69864.0,(14/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRG']",circulating2018/v34,l1_trg_circulating2018/v18,502,406278.0,0.00207364,0.0,2018-04-26T15:08:45Z,0.0,0.0,0.0,0.0,35.808,6615.0,circulating2018,2018-04-26T14:06:44Z,l1_hlt_circulating2018/v34,circulating2018/v18,PROTON,PROTON,2.0,GLOBAL-RUN,2018-04-26T13:58:22Z,0.773,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,20.0,1025.257,L1Menu_Collisions2018_0_0_1,315227,False,13355.0,(15/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRG']",circulating2018/v34,l1_trg_circulating2018/v18,58,17289.0,0.001595,0.0,2018-04-26T15:14:39Z,0.0,0.0,0.0,0.0,27.456,6615.0,circulating2018,2018-04-26T14:08:21Z,l1_hlt_circulating2018/v34,circulating2018/v18,PROTON,PROTON,,GLOBAL-RUN,2018-04-26T14:07:23Z,0.037,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,1.0,741.7,L1Menu_Collisions2018_0_0_1,315228,False,640.0,(16/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRG']",collisions2018/v70,l1_trg_collisions2018/v10,579,66996.0,,0.0,2018-04-26T15:31:57Z,0.0,0.0,0.0,0.0,,6615.0,collisions2018,2018-04-26T14:22:40Z,l1_hlt_collisions2018/v70,collisions2018/v10,PROTON,PROTON,3.0,GLOBAL-RUN,2018-04-26T14:13:01Z,,PROTONS,/cdaq/physics/Run2018/2e34/v1.1.0/HLT/V2,24.0,574.827,L1Menu_Collisions2018_0_0_1,315229,False,,(17/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRG']",circulating2018/v34,l1_trg_circulating2018/v18,223,,,0.0,2018-04-26T15:55:55Z,0.0,0.0,0.0,0.0,,6615.0,circulating2018,2018-04-26T14:29:37Z,l1_hlt_circulating2018/v34,circulating2018/v18,PROTON,PROTON,,GLOBAL-RUN,2018-04-26T14:25:54Z,,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,,,L1Menu_Collisions2018_0_0_1,315230,False,,(18/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRG']",circulating2018/v34,l1_trg_circulating2018/v18,397,295997.0,0.00194318,0.0,2018-04-26T15:42:39Z,0.0,0.0,0.0,0.0,33.524,6615.0,circulating2018,2018-04-26T14:36:48Z,l1_hlt_circulating2018/v34,circulating2018/v18,PROTON,PROTON,2.0,GLOBAL-RUN,2018-04-26T14:30:11Z,0.589,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,15.0,976.792,L1Menu_Collisions2018_0_0_1,315231,False,10159.0,(19/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRG']",cosmics2018/v105,l1_trg_cosmics2018/v63,140,76151.0,0.00234656,0.0,2018-04-26T15:52:28Z,0.0,0.0,0.0,0.0,41.921,6615.0,cosmics2018,2018-04-26T14:43:18Z,l1_hlt_cosmics2018/v105,cosmics2018/v63,PROTON,PROTON,0.0,GLOBAL-RUN,2018-04-26T14:40:58Z,0.273,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,5.0,653.377,L1Menu_Collisions2018_0_0_1,315232,False,4886.0,(20/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",cosmics2018/v105,l1_trg_cosmics2018/v63,97,,,0.0,2018-04-26T16:17:50Z,0.0,0.0,0.0,0.0,,6615.0,cosmics2018,2018-04-26T14:49:24Z,l1_hlt_cosmics2018/v105,cosmics2018/v63,PROTON,PROTON,,GLOBAL-RUN,2018-04-26T14:47:47Z,,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,,,L1Menu_Collisions2018_0_0_1,315233,False,,(21/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",cosmics2018/v105,l1_trg_cosmics2018/v63,1402,1065622.0,0.00510812,0.0,2018-04-26T16:16:03Z,0.0,0.0,0.0,0.0,74.792,6615.0,cosmics2018,2018-04-26T15:13:57Z,l1_hlt_cosmics2018/v105,cosmics2018/v63,PROTON,PROTON,0.0,GLOBAL-RUN,2018-04-26T14:50:35Z,6.906,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,58.0,788.194,L1Menu_Collisions2018_0_0_1,315234,False,101119.0,(22/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",cosmics2018/v105,l1_trg_cosmics2018/v63,102,25855.0,0.00501932,0.0,2018-04-26T16:18:23Z,0.0,0.0,0.0,0.0,73.572,6615.0,cosmics2018,2018-04-26T15:16:15Z,l1_hlt_cosmics2018/v105,cosmics2018/v63,PROTON,PROTON,0.0,GLOBAL-RUN,2018-04-26T15:14:33Z,0.117,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,3.0,554.591,L1Menu_Collisions2018_0_0_1,315235,False,1715.0,(23/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",cosmics2018/v105,l1_trg_cosmics2018/v63,161,8726.0,,0.0,2018-04-26T16:21:54Z,0.0,0.0,0.0,0.0,,6615.0,cosmics2018,2018-04-26T15:19:37Z,l1_hlt_cosmics2018/v105,cosmics2018/v63,PROTON,PROTON,0.0,GLOBAL-RUN,2018-04-26T15:16:56Z,,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,6.0,374.346,L1Menu_Collisions2018_0_0_1,315236,False,,(24/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",cosmics2018/v105,l1_trg_cosmics2018/v63,3248,2522303.0,0.0038842,0.0,2018-04-26T16:45:05Z,0.0,0.0,0.0,0.0,57.827,6615.0,cosmics2018,2018-04-26T16:14:27Z,l1_hlt_cosmics2018/v105,cosmics2018/v63,PROTON,PROTON,0.0,GLOBAL-RUN,2018-04-26T15:20:19Z,12.495,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,138.0,784.206,L1Menu_Collisions2018_0_0_1,315237,False,186021.0,(25/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",circulating2018/v34,l1_trg_circulating2018/v18,3558,3601400.0,0.00250949,0.0,2018-04-26T18:26:48Z,0.0,0.0,6499.0,0.0,36.627,6615.0,circulating2018,2018-04-26T17:17:50Z,l1_hlt_circulating2018/v34,circulating2018/v18,PROTON,PROTON,2.0,GLOBAL-RUN,2018-04-26T16:18:32Z,8.19,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,151.0,1103.692,L1Menu_Collisions2018_0_0_1,315238,False,119530.0,(26/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",circulating2018/v34,l1_trg_circulating2018/v18,705,935964.0,0.01656909,0.0,2018-04-26T18:43:35Z,0.0,0.0,6499.0,0.0,227.706,6615.0,circulating2018,2018-04-26T17:37:10Z,l1_hlt_circulating2018/v34,circulating2018/v18,PROTON,PROTON,2.0,GLOBAL-RUN,2018-04-26T17:25:25Z,11.201,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,29.0,1384.584,L1Menu_Collisions2018_0_0_1,315239,False,153930.0,(27/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",collisions2018/v72,l1_trg_collisions2018/v10,176,440063.0,,0.529791,2018-04-26T19:01:55Z,0.0,2.014255,6499.0,0.148706,,6615.0,collisions2018,2018-04-26T17:45:11Z,l1_hlt_collisions2018/v72,collisions2018/v10,PROTON,PROTON,3.0,GLOBAL-RUN,2018-04-26T17:42:15Z,,PROTONS,/cdaq/physics/Run2018/2e34/v1.1.0/HLT/V3,6.0,6292.914,L1Menu_Collisions2018_0_0_1,315240,False,,(28/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",ecal-timing-scan2018/v11,l1_trg_collisions2018/v11,176,,,0.0,2018-04-26T19:19:36Z,0.0,0.0,6499.0,0.0,,6615.0,ecal-timing-scan2018,2018-04-26T17:52:30Z,l1_hlt_ecal-timing-scan2018/v11,collisions2018/v11,PROTON,PROTON,,GLOBAL-RUN,2018-04-26T17:49:34Z,,PROTONS,/cdaq/special/testL1Mask/2018/L1DebugTest/HLT/V4,,,L1Menu_Collisions2018_0_0_1,315241,False,,(29/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",ecal-timing-scan2018/v11,l1_trg_collisions2018/v11,1474,40353602.0,1.41549333,0.290164,2018-04-26T19:28:53Z,6.286153,7.556668,6499.0,0.495408,1903.572,6615.0,ecal-timing-scan2018,2018-04-26T18:24:02Z,l1_hlt_ecal-timing-scan2018/v11,collisions2018/v11,PROTON,PROTON,1.0,GLOBAL-RUN,2018-04-26T17:59:28Z,1979.744,PROTONS,/cdaq/special/testL1Mask/2018/L1DebugTest/HLT/V4,60.0,28852.887,L1Menu_Collisions2018_0_0_1,315242,True,2662382.0,(30/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",ecal-timing-scan2018/v11,l1_trg_collisions2018/v11,1183,31311706.0,1.37989318,0.495154,2018-04-26T19:51:14Z,5.235247,6.433589,6499.0,0.477103,1845.177,6615.0,ecal-timing-scan2018,2018-04-26T18:46:16Z,l1_hlt_ecal-timing-scan2018/v11,collisions2018/v11,PROTON,PROTON,1.0,GLOBAL-RUN,2018-04-26T18:26:33Z,1543.962,PROTONS,/cdaq/special/testL1Mask/2018/L1DebugTest/HLT/V4,48.0,27984.89,L1Menu_Collisions2018_0_0_1,315243,True,2064568.0,(31/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",ecal-timing-scan2018/v11,l1_trg_collisions2018/v11,1051,26358184.0,1.28374949,0.468943,2018-04-26T20:22:57Z,4.396773,8.766761,6499.0,0.459461,1774.631,6615.0,ecal-timing-scan2018,2018-04-26T19:06:17Z,l1_hlt_ecal-timing-scan2018/v11,collisions2018/v11,PROTON,PROTON,1.0,GLOBAL-RUN,2018-04-26T18:48:46Z,1256.839,PROTONS,/cdaq/special/testL1Mask/2018/L1DebugTest/HLT/V4,42.0,26923.05,L1Menu_Collisions2018_0_0_1,315244,True,1737430.0,(32/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",ecal-timing-scan2018/v11,l1_trg_collisions2018/v11,662,15000497.0,1.16267839,0.459562,2018-04-26T20:36:16Z,2.58007,3.605539,6499.0,0.450272,1694.637,6615.0,ecal-timing-scan2018,2018-04-26T19:31:34Z,l1_hlt_ecal-timing-scan2018/v11,collisions2018/v11,PROTON,PROTON,1.0,GLOBAL-RUN,2018-04-26T19:20:32Z,677.563,PROTONS,/cdaq/special/testL1Mask/2018/L1DebugTest/HLT/V4,25.0,25740.904,L1Menu_Collisions2018_0_0_1,315246,True,987567.0,(33/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",ecal-timing-scan2018/v11,l1_trg_collisions2018/v11,386,5510143.0,0.96084844,0.450364,2018-04-26T20:45:53Z,0.964391,2.499154,6499.0,0.443625,1416.031,6615.0,ecal-timing-scan2018,2018-04-26T19:40:26Z,l1_hlt_ecal-timing-scan2018/v11,collisions2018/v11,PROTON,PROTON,1.0,GLOBAL-RUN,2018-04-26T19:34:00Z,246.375,PROTONS,/cdaq/special/testL1Mask/2018/L1DebugTest/HLT/V4,13.0,21489.6,L1Menu_Collisions2018_0_0_1,315247,True,363091.0,(34/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",ecal-timing-scan2018/v11,l1_trg_collisions2018/v11,120,16.0,,0.443358,2018-04-26T20:49:55Z,0.0,1.029867,6499.0,0.440544,,6615.0,ecal-timing-scan2018,2018-04-26T19:45:32Z,l1_hlt_ecal-timing-scan2018/v11,collisions2018/v11,PROTON,PROTON,1.0,GLOBAL-RUN,2018-04-26T19:43:32Z,,PROTONS,/cdaq/special/testL1Mask/2018/L1DebugTest/HLT/V4,2.0,0.686,L1Menu_Collisions2018_0_0_1,315248,True,,(35/42)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",ecal-timing-scan2018/v11,l1_trg_collisions2018/v11,124,16.0,,0.440508,2018-04-26T20:52:52Z,0.0,0.697541,6499.0,0.43874,,6615.0,ecal-timing-scan2018,2018-04-26T19:49:38Z,l1_hlt_ecal-timing-scan2018/v11,collisions2018/v11,PROTON,PROTON,1.0,GLOBAL-RUN,2018-04-26T19:47:34Z,,PROTONS,/cdaq/special/testL1Mask/2018/L1DebugTest/HLT/V4,2.0,0.686,L1Menu_Collisions2018_0_0_1,315249,True,,(36/42)
"['CSC', 'CTPPS', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",ecal-timing-scan2018/v11,l1_trg_collisions2018/v11,1349,30621587.0,1.04681332,0.438361,2018-04-26T21:16:57Z,5.434234,6.268691,6499.0,0.43757,1569.109,6615.0,ecal-timing-scan2018,2018-04-26T20:13:11Z,l1_hlt_ecal-timing-scan2018/v11,collisions2018/v11,PROTON,PROTON,1.0,GLOBAL-RUN,2018-04-26T19:50:42Z,1342.091,PROTONS,/cdaq/special/testL1Mask/2018/L1DebugTest/HLT/V4,55.0,23884.885,L1Menu_Collisions2018_0_0_1,315250,True,2011711.0,(37/42)
