components,l1_hlt_mode_stripped,l1_key,duration,l1_triggers_counter,hlt_physics_throughput,init_lumi,last_update,recorded_lumi,delivered_lumi,energy,end_lumi,hlt_physics_rate,fill_number,l1_hlt_mode,end_time,trigger_mode,l1_key_stripped,fill_type_party2,fill_type_party1,initial_prescale_index,sequence,start_time,hlt_physics_size,fill_type_runtime,hlt_key,last_lumisection_number,l1_rate,l1_menu,run_number,stable_beam,hlt_physics_counter,Fill location
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",cosmics2018/v111,l1_trg_cosmics2018/v69,1020,833286.0,0.01547373,0.0,2018-05-10T17:50:32Z,0.0,0.0,0.0,0.0,166.5,6664.0,cosmics2018,2018-05-10T16:42:45Z,l1_hlt_cosmics2018/v111,cosmics2018/v69,PROTON,PROTON,0.0,GLOBAL-RUN,2018-05-10T16:25:45Z,15.149,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,42.0,851.144,L1Menu_Collisions2018_0_0_1,316087,False,163010.0,(3/10)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",testing2018/v64,l1_trg_testing2018/v38,663,560970.0,0.02013495,0.0,2018-05-10T18:03:52Z,0.0,0.0,0.0,0.0,214.439,6664.0,testing2018,2018-05-10T16:59:51Z,l1_hlt_testing2018/v64,testing2018/v38,PROTON,PROTON,0.0,GLOBAL-RUN,2018-05-10T16:48:48Z,12.673,PROTONS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,27.0,891.321,L1Menu_Collisions2018_0_0_1,316090,False,134964.0,(4/10)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",testing2018/v64,l1_trg_testing2018/v38,1296,1121211.0,0.01955108,0.0,2018-05-10T18:27:49Z,0.0,0.0,0.0,0.0,211.026,6664.0,testing2018,2018-05-10T17:23:45Z,l1_hlt_testing2018/v64,testing2018/v38,PROTON,PROTON,0.0,GLOBAL-RUN,2018-05-10T17:02:09Z,24.61,PROTONS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,54.0,890.742,L1Menu_Collisions2018_0_0_1,316091,False,265631.0,(5/10)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",testing2018/v65,l1_trg_testing2018/v39,511,416318.0,0.0194079,0.0,2018-05-10T18:39:28Z,0.0,0.0,0.0,0.0,209.11,6664.0,testing2018,2018-05-10T17:34:49Z,l1_hlt_testing2018/v65,testing2018/v39,PROTON,PROTON,0.0,GLOBAL-RUN,2018-05-10T17:26:18Z,9.048,PROTONS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,20.0,893.004,L1Menu_Collisions2018_0_0_1,316092,False,97489.0,(6/10)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",testing2018/v65,l1_trg_testing2018/v39,505,386661.0,0.01911107,0.0,2018-05-10T18:50:49Z,0.0,0.0,0.0,0.0,203.18,6664.0,testing2018,2018-05-10T17:45:58Z,l1_hlt_testing2018/v65,testing2018/v39,PROTON,PROTON,0.0,GLOBAL-RUN,2018-05-10T17:37:33Z,8.464,PROTONS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,19.0,873.042,L1Menu_Collisions2018_0_0_1,316093,False,89988.0,(7/10)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",cosmics2018/v112,l1_trg_cosmics2018/v70,431,329273.0,0.01818311,0.0,2018-05-10T19:00:48Z,0.0,0.0,0.0,0.0,193.223,6664.0,cosmics2018,2018-05-10T17:56:24Z,l1_hlt_cosmics2018/v112,cosmics2018/v70,PROTON,PROTON,0.0,GLOBAL-RUN,2018-05-10T17:49:13Z,7.206,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,17.0,830.932,L1Menu_Collisions2018_0_0_1,316094,False,76570.0,(8/10)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",collisions2018/v101,l1_trg_collisions2018/v19,884,735645.0,0.00430632,0.0,2018-05-10T19:18:07Z,0.0,0.0,0.0,0.0,34.312,6664.0,collisions2018,2018-05-10T18:13:52Z,l1_hlt_collisions2018/v101,collisions2018/v19,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-10T17:59:08Z,3.714,PROTONS,/cdaq/physics/Run2018/2e34/v2.0.2/HLT/V2,36.0,852.952,L1Menu_Collisions2018_v1_0_0,316095,False,29594.0,(9/10)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",cosmics2018/v112,l1_trg_cosmics2018/v70,2684,2251445.0,0.01492648,0.0,2018-05-10T20:04:52Z,0.0,0.0,0.0,0.0,170.173,6664.0,cosmics2018,2018-05-10T19:01:06Z,l1_hlt_cosmics2018/v112,cosmics2018/v70,PROTON,PROTON,0.0,GLOBAL-RUN,2018-05-10T18:16:22Z,39.665,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,114.0,847.256,L1Menu_Collisions2018_0_0_1,316096,False,452216.0,(10/10)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",cosmics2018/v112,l1_trg_cosmics2018/v70,558,410870.0,0.0083283,0.0,2018-05-10T20:24:40Z,0.0,0.0,0.0,0.0,119.159,6665.0,cosmics2018,2018-05-10T19:12:34Z,l1_hlt_cosmics2018/v112,cosmics2018/v70,PROTON,PROTON,0.0,GLOBAL-RUN,2018-05-10T19:03:16Z,4.271,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,22.0,801.198,L1Menu_Collisions2018_0_0_1,316097,False,61108.0,(1/3)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",circulating2018/v42,l1_trg_circulating2018/v26,188,0.0,,0.0,2018-05-10T20:46:00Z,0.0,0.0,0.0,0.0,,6665.0,circulating2018,2018-05-10T19:26:04Z,l1_hlt_circulating2018/v42,circulating2018/v26,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-10T19:22:56Z,,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,6.0,,L1Menu_Collisions2018_0_0_1,316099,False,,(2/3)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",circulating2018/v42,l1_trg_circulating2018/v26,291,,,0.0,2018-05-10T21:00:18Z,0.0,0.0,0.0,0.0,,6665.0,circulating2018,2018-05-10T19:35:08Z,l1_hlt_circulating2018/v42,circulating2018/v26,PROTON,PROTON,,GLOBAL-RUN,2018-05-10T19:30:17Z,,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,,,L1Menu_Collisions2018_0_0_1,316100,False,,(3/3)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",circulating2018/v42,l1_trg_circulating2018/v26,101,0.0,,0.0,2018-05-10T20:49:06Z,0.0,0.0,6499.0,0.0,,6666.0,circulating2018,2018-05-10T19:46:11Z,l1_hlt_circulating2018/v42,circulating2018/v26,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-10T19:44:30Z,,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,3.0,,L1Menu_Collisions2018_0_0_1,316101,False,,(1/12)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",circulating2018/v42,l1_trg_circulating2018/v26,78,0.0,,0.0,2018-05-10T21:05:40Z,0.0,0.0,6499.0,0.0,,6666.0,circulating2018,2018-05-10T19:48:37Z,l1_hlt_circulating2018/v42,circulating2018/v26,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-10T19:47:19Z,,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,2.0,,L1Menu_Collisions2018_0_0_1,316102,False,,(2/12)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",circulating2018/v42,l1_trg_circulating2018/v26,623,639910.0,0.0046285,0.0,2018-05-10T21:22:50Z,0.0,0.0,6499.0,0.0,65.224,6666.0,circulating2018,2018-05-10T20:14:33Z,l1_hlt_circulating2018/v42,circulating2018/v26,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-10T20:04:10Z,2.697,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,25.0,1098.088,L1Menu_Collisions2018_0_0_1,316105,False,38010.0,(3/12)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",circulating2018/v42,l1_trg_circulating2018/v26,82,0.0,,0.0,2018-05-10T21:30:30Z,0.0,0.0,6499.0,0.0,,6666.0,circulating2018,2018-05-10T20:22:35Z,l1_hlt_circulating2018/v42,circulating2018/v26,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-10T20:21:13Z,,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,2.0,,L1Menu_Collisions2018_0_0_1,316106,False,,(4/12)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",circulating2018/v42,l1_trg_circulating2018/v26,208,268853.0,0.00631489,0.0,2018-05-10T21:38:36Z,0.0,0.0,6499.0,0.0,89.102,6666.0,circulating2018,2018-05-10T20:32:25Z,l1_hlt_circulating2018/v42,circulating2018/v26,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-10T20:28:57Z,1.178,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,8.0,1441.727,L1Menu_Collisions2018_0_0_1,316107,False,16616.0,(5/12)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",circulating2018/v42,l1_trg_circulating2018/v26,1136,2032018.0,0.02292603,0.0,2018-05-10T22:02:20Z,0.0,0.0,6499.0,0.0,322.952,6666.0,circulating2018,2018-05-10T20:56:05Z,l1_hlt_circulating2018/v42,circulating2018/v26,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-10T20:37:09Z,25.118,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,47.0,1854.761,L1Menu_Collisions2018_0_0_1,316108,False,353823.0,(6/12)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",collisions2018/v101,l1_trg_collisions2018/v19,1071,14939904.0,0.03521154,1.803655,2018-05-10T22:23:19Z,0.706266,6.780654,6499.0,1.769907,196.254,6666.0,collisions2018,2018-05-10T21:18:41Z,l1_hlt_collisions2018/v101,collisions2018/v19,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-10T21:00:50Z,27.086,PROTONS,/cdaq/physics/Run2018/2e34/v2.0.2/HLT/V2,45.0,19421.914,L1Menu_Collisions2018_v1_0_0,316109,True,150967.0,(7/12)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",collisions2018/v101,l1_trg_collisions2018/v19,4932,286158490.0,1.27684832,1.768108,2018-05-10T23:47:29Z,78.897739,83.72447,6499.0,1.547745,1333.36,6666.0,collisions2018,2018-05-10T22:43:52Z,l1_hlt_collisions2018/v101,collisions2018/v19,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-10T21:21:40Z,6250.41,PROTONS,/cdaq/physics/Run2018/2e34/v2.0.2/HLT/V2,210.0,58458.215,L1Menu_Collisions2018_v1_0_0,316110,True,6527046.0,(8/12)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",collisions2018/v101,l1_trg_collisions2018/v19,1148,51683405.0,1.01613791,1.545542,2018-05-10T23:51:45Z,14.504094,20.413586,6499.0,1.4744,1136.357,6666.0,collisions2018,2018-05-10T23:05:03Z,l1_hlt_collisions2018/v101,collisions2018/v19,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-10T22:45:55Z,1065.897,PROTONS,/cdaq/physics/Run2018/2e34/v2.0.2/HLT/V2,48.0,49271.617,L1Menu_Collisions2018_v1_0_0,316111,True,1192003.0,(9/12)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",collisions2018/v101,l1_trg_collisions2018/v19,257,769.0,0.00105823,1.471231,2018-05-11T00:17:38Z,0.000148,6.154625,6499.0,1.460299,0.129,6666.0,collisions2018,2018-05-10T23:12:55Z,l1_hlt_collisions2018/v101,collisions2018/v19,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-10T23:08:38Z,0.049,PROTONS,/cdaq/physics/Run2018/2e34/v2.0.2/HLT/V2,9.0,10.997,L1Menu_Collisions2018_v1_0_0,316112,True,6.0,(10/12)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",collisions2018/v101,l1_trg_collisions2018/v19,1526,69016362.0,0.9524194,1.45943,2018-05-11T00:43:51Z,19.5935,22.377359,6499.0,1.402926,1109.614,6666.0,collisions2018,2018-05-10T23:41:19Z,l1_hlt_collisions2018/v101,collisions2018/v19,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-10T23:15:53Z,1376.48,PROTONS,/cdaq/physics/Run2018/2e34/v2.0.2/HLT/V2,64.0,47754.96,L1Menu_Collisions2018_v1_0_0,316113,True,1603665.0,(11/12)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",collisions2018/v101,l1_trg_collisions2018/v19,38472,1621778045.0,0.5318963,1.404032,2018-05-11T06:45:25Z,351.32475,360.699203,6499.0,0.631834,782.97,6666.0,collisions2018,2018-05-11T10:23:22Z,l1_hlt_collisions2018/v101,collisions2018/v19,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-10T23:42:10Z,20445.49,PROTONS,/cdaq/physics/Run2018/2e34/v2.0.2/HLT/V2,1649.0,42191.863,L1Menu_Collisions2018_v1_0_0,316114,True,30096470.0,(12/12)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",highratetest2018/v31,l1_trg_highratetest2018/v13,336,21481.0,,0.0,2018-05-11T12:36:53Z,0.0,0.0,0.0,0.0,,6667.0,highratetest2018,2018-05-11T11:33:05Z,l1_hlt_highratetest2018/v31,highratetest2018/v13,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-11T11:27:29Z,,PROTONS,/cdaq/special/HLT_Basic/2017/NoGT/DropAll/HLT/V4,7.0,307.179,L1Menu_Collisions2018_v1_0_0,316120,False,,(1/1)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",collisions2018/v102,l1_trg_collisions2018/v20,1242,884338.0,0.00223189,0.0,2018-05-11T16:03:40Z,0.0,0.0,0.0,0.0,23.925,6671.0,collisions2018,2018-05-11T14:44:49Z,l1_hlt_collisions2018/v102,collisions2018/v20,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-11T14:24:07Z,2.705,PROTONS,/cdaq/physics/Run2018/2e34/v2.0.2/HLT/V2,52.0,729.58,L1Menu_Collisions2018_v1_0_0,316142,False,29000.0,(1/3)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",circulating2018/v43,l1_trg_circulating2018/v27,150,66233.0,0.00420413,0.0,2018-05-11T16:17:37Z,0.0,0.0,0.0,0.0,58.997,6671.0,circulating2018,2018-05-11T15:04:19Z,l1_hlt_circulating2018/v43,circulating2018/v27,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-11T15:01:49Z,0.392,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,4.0,710.35,L1Menu_Collisions2018_0_0_1,316143,False,5501.0,(2/3)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",collisions2018/v103,l1_trg_collisions2018/v20,449,286751.0,0.00160755,0.0,2018-05-11T17:07:44Z,0.0,0.0,0.0,0.0,13.168,6671.0,collisions2018,2018-05-11T15:23:37Z,l1_hlt_collisions2018/v103,collisions2018/v20,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-11T15:16:08Z,0.675,PROTONS,/cdaq/physics/Run2018/2e34/v2.0.3/HLT/V1,18.0,683.425,L1Menu_Collisions2018_v1_0_0,316144,False,5525.0,(3/3)
"['CSC', 'CTPPS', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",circulating2018/v43,l1_trg_circulating2018/v27,665,760151.0,0.00664864,0.0,2018-05-11T17:19:26Z,0.0,0.0,6499.0,0.0,95.597,6672.0,circulating2018,2018-05-11T16:17:23Z,l1_hlt_circulating2018/v43,circulating2018/v27,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-11T16:06:18Z,3.41,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,27.0,1482.298,L1Menu_Collisions2018_0_0_1,316145,False,49025.0,(1/6)
"['CSC', 'CTPPS', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",circulating2018/v43,l1_trg_circulating2018/v27,478,854637.0,0.03079123,0.0,2018-05-11T17:41:47Z,0.0,0.0,6499.0,0.0,434.163,6672.0,circulating2018,2018-05-11T16:32:45Z,l1_hlt_circulating2018/v43,circulating2018/v27,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-11T16:24:47Z,13.637,PROTONS,/cdaq/special/Circulating2018/v1.0.3/HLT/V2,19.0,1929.684,L1Menu_Collisions2018_0_0_1,316147,False,192290.0,(2/6)
"['CSC', 'CTPPS', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",collisions2018/v103,l1_trg_collisions2018/v20,122,96.0,,0.0,2018-05-11T17:45:27Z,0.0,0.0,6499.0,0.0,,6672.0,collisions2018,2018-05-11T16:42:07Z,l1_hlt_collisions2018/v103,collisions2018/v20,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-11T16:40:05Z,,PROTONS,/cdaq/physics/Run2018/2e34/v2.0.3/HLT/V1,4.0,4.118,L1Menu_Collisions2018_v1_0_0,316149,False,,(3/6)
"['CSC', 'CTPPS', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",collisions2018/v103,l1_trg_collisions2018/v20,183,0.0,,0.0,2018-05-11T17:54:31Z,0.0,0.0,6499.0,0.0,,6672.0,collisions2018,2018-05-11T16:46:37Z,l1_hlt_collisions2018/v103,collisions2018/v20,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-11T16:43:34Z,,PROTONS,/cdaq/physics/Run2018/2e34/v2.0.3/HLT/V1,6.0,,L1Menu_Collisions2018_v1_0_0,316150,False,,(4/6)
"['CSC', 'CTPPS', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",collisions2018/v103,l1_trg_collisions2018/v20,151,5454727.0,0.15379791,1.822971,2018-05-11T18:03:53Z,0.85299,6.928759,6499.0,1.588413,425.252,6672.0,collisions2018,2018-05-11T16:55:36Z,l1_hlt_collisions2018/v103,collisions2018/v20,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-11T16:53:05Z,17.925,PROTONS,/cdaq/physics/Run2018/2e34/v2.0.3/HLT/V1,5.0,46801.656,L1Menu_Collisions2018_v1_0_0,316151,True,49564.0,(5/6)
"['CSC', 'CTPPS', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",collisions2018/v104,l1_trg_collisions2018/v20,18297,1047191822.0,0.98587106,0.650669,2018-05-11T23:13:12Z,245.503732,252.514427,6499.0,0.0,1147.429,6672.0,collisions2018,2018-05-11T22:07:26Z,l1_hlt_collisions2018/v104,collisions2018/v20,PROTON,PROTON,2.0,GLOBAL-RUN,2018-05-11T17:02:29Z,18017.15,PROTONS,/cdaq/physics/Run2018/2e34/v2.0.3/HLT/V1,784.0,57301.848,L1Menu_Collisions2018_v1_0_0,316153,True,20969681.0,(6/6)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",cosmics2018/v113,l1_trg_cosmics2018/v71,79,34478.0,0.02022393,0.0,2018-05-11T23:21:36Z,0.0,0.0,0.0,0.0,213.252,6673.0,cosmics2018,2018-05-11T22:12:53Z,l1_hlt_cosmics2018/v113,cosmics2018/v71,PROTON,PROTON,0.0,GLOBAL-RUN,2018-05-11T22:11:34Z,0.943,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,2.0,756.766,L1Menu_Collisions2018_0_0_1,316177,False,9942.0,(1/5)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",cosmics2018/v113,l1_trg_cosmics2018/v71,870,733925.0,0.02310162,0.0,2018-05-11T23:38:41Z,0.0,0.0,0.0,0.0,244.637,6673.0,cosmics2018,2018-05-11T22:34:19Z,l1_hlt_cosmics2018/v113,cosmics2018/v71,PROTON,PROTON,0.0,GLOBAL-RUN,2018-05-11T22:19:49Z,18.848,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,35.0,899.584,L1Menu_Collisions2018_0_0_1,316178,False,199591.0,(2/5)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRACKER', 'TRG']",cosmics2018/v114,l1_trg_cosmics2018/v71,3335,3019320.0,0.02180102,0.0,2018-05-12T00:35:53Z,0.0,0.0,0.0,0.0,231.466,6673.0,cosmics2018,2018-05-11T23:32:52Z,l1_hlt_cosmics2018/v114,cosmics2018/v71,PROTON,PROTON,0.0,GLOBAL-RUN,2018-05-11T22:37:17Z,72.163,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,142.0,912.176,L1Menu_Collisions2018_0_0_1,316179,False,766172.0,(3/5)
"['CSC', 'CTPPS', 'CTPPS_TOT', 'DAQ', 'DCS', 'DQM', 'DT', 'ECAL', 'ES', 'GEM', 'HCAL', 'PIXEL', 'RPC', 'SCAL', 'TCDS', 'TRG']",cosmics2018/v114,l1_trg_cosmics2018/v71,255,190071.0,0.01380159,0.0,2018-05-12T00:43:14Z,0.0,0.0,0.0,0.0,222.228,6673.0,cosmics2018,2018-05-11T23:38:36Z,l1_hlt_cosmics2018/v114,cosmics2018/v71,PROTON,PROTON,0.0,GLOBAL-RUN,2018-05-11T23:34:21Z,2.895,COSMICS,/cdaq/cosmic/commissioning2018/CRAFT/v1.2/HLT/V2,9.0,906.007,L1Menu_Collisions2018_0_0_1,316180,False,46622.0,(4/5)
